Name,c14_age,c14_sig,Seren_Col_D,Seren_Col_E
R_Date UBA-11081,-940,37,5,8
R_Date UB-7232,-940,48,5,8
R_Date UBA-12718,-940,40,5,8
R_Date UBA-11811,-938,40,5,8
R_Date UB-7456,-937,48,5,8
R_Date Beta-197004,-936,118,5,8
R_Date Wk-20949,-935,55,5,8
R_Date Beta-209747,-933,75,5,8
R_Date UBA-17100,-932,48,5,8
R_Date UBA-12274,-928,45,5,8
R_Date Beta-292722,-927,55,5,8
R_Date Beta-209746,-927,55,5,8
R_Date Beta-201042,-927,55,5,8
R_Date UB-7464,-923,49,5,8
R_Date SUERC-23493,-919,47,5,8
R_Date UBA-11812,-916,45,5,8
R_Date Beta-211574,-914,54,5,8
R_Date Beta-211561,-914,54,5,8
R_Date Beta-207729,-914,54,5,8
R_Date Beta-218644,-914,54,5,8
R_Date Beta-201079,-913,89,5,8
R_Date UBA-8040,-912,50,5,8
R_Date UB-7465,-912,48,5,8
R_Date Beta-201104,-911,69,5,8
R_Date GrN-30750,-911,69,5,8
R_Date UBA-12943,-909,43,5,8
R_Date UB-6616,-907,48,5,8
R_Date UBA-11815,-905,42,5,8
R_Date OxA-12756,-905,47,5,8
R_Date Beta-201044,-905,120,5,8
R_Date UB-7509,-901,48,5,8
R_Date UB-7512,-899,52,5,8
R_Date UB-6658,-898,47,5,8
R_Date UCD-00148,-895,57,5,8
R_Date UB-6776,-895,49,5,8
R_Date UB-11511,-895,42,5,8
R_Date Wk-21794,-895,45,5,8
R_Date UB-12989,-894,44,5,8
R_Date UBA-12754,-893,41,5,8
R_Date UB-7244,-892,45,5,8
R_Date UB-7462,-890,45,5,8
R_Date UBA-12945,-888,40,5,8
R_Date Wk-18180,-887,43,5,8
R_Date UBA-8740,-886,47,5,8
R_Date UBA-13723,-885,36,5,8
R_Date UB-11274,-884,38,5,8
R_Date Beta-181752,-883,61,5,8
R_Date Beta-197659,-883,61,5,8
R_Date UBA-12053,-882,39,5,8
R_Date UB-7692,-878,43,5,8
R_Date Beta-209762,-877,58,5,8
R_Date OxA-12770,-876,38,5,8
R_Date UBA-8423,-873,49,5,8
R_Date SUERC-31478,-873,37,5,8
R_Date Wk-21256,-873,43,5,8
R_Date UB-7859,-873,36,5,8
R_Date UBA-12278,-871,37,5,8
R_Date Wk-20954,-871,41,5,8
R_Date UBA-11753,-870,30,5,8
R_Date SUERC-37298,-870,38,5,8
R_Date UBA-12734,-870,31,5,8
R_Date UBA-9825,-869,30,5,8
R_Date Wk-25201,-869,37,5,8
R_Date UB-7457,-868,35,5,8
R_Date Wk-17339,-867,53,5,8
R_Date SUERC-29337,-865,39,5,8
R_Date UBA-15475,-865,29,5,8
R_Date OxA-12749,-865,32,5,8
R_Date Wk-17943,-864,37,5,8
R_Date UB-6607,-864,34,5,8
R_Date UBA-13023,-863,26,5,8
R_Date UB-12981,-863,28,5,8
R_Date Beta-181756,-862,72,5,8
R_Date Beta-211588,-862,38,5,8
R_Date SUERC-17278,-860,34,5,8
R_Date UBA-12757,-860,37,5,8
R_Date UBA-16410,-860,30,5,8
R_Date SUERC-37271,-860,34,5,8
R_Date UBA-12733,-859,32,5,8
R_Date SUERC-23518,-859,31,5,8
R_Date UBA-19804,-858,31,5,8
R_Date UBA-12934,-856,29,5,8
R_Date Wk-22705,-854,31,5,8
R_Date OxA-12754,-852,31,5,8
R_Date Beta-150530,-851,56,5,8
R_Date UB-7581,-845,33,5,8
R_Date UBA-12732,-842,30,5,8
R_Date UBA-20733,-842,33,5,8
R_Date UB-7455,-835,32,5,8
R_Date SUERC-37294,-830,33,5,8
R_Date Beta-201085,-823,35,5,8
R_Date SUERC-17980,-823,33,5,8
R_Date Wk-20959,-823,35,5,8
R_Date UBA-13269,-822,30,5,8
R_Date UB-11509,-818,27,5,8
R_Date UB-7463,-818,30,5,8
R_Date GrN-30770,-818,26,5,8
R_Date UBA-31953,-813,41,5,8
R_Date UBA-29112,-809,24,5,8
R_Date Wk-20952,-808,35,5,8
R_Date UBA-12717,-805,14,5,8
R_Date Wk-25191,-805,39,5,8
R_Date SUERC-37261,-805,29,5,8
R_Date SUERC-37303,-805,29,5,8
R_Date Beta-201105,-804,40,5,8
R_Date SUERC-37328,-803,29,5,8
R_Date UBA-8743,-802,16,5,8
R_Date SUERC-31079,-797,21,6,8
R_Date UBA-31954,-797,38,6,8
R_Date Wk-17937,-796,92,6,8
R_Date SUERC-38049,-795,39,6,8
R_Date UBA-12904,-794,11,6,8
R_Date Beta-177434,-794,55,6,8
R_Date UB-12969,-789,17,6,8
R_Date UBA-8431,-786,70,6,8
R_Date Beta-211584,-782,74,6,8
R_Date UB-7484,-780,70,6,8
R_Date UBA-12723,-778,75,6,8
R_Date UBA-12751,-777,78,6,8
R_Date UB-7452,-776,74,6,8
R_Date Wk-18194,-772,88,6,8
R_Date SUERC-17981,-772,80,6,8
R_Date UBA-12901,-769,75,6,8
R_Date UB-6778,-766,82,6,8
R_Date UB-7487,-763,81,6,8
R_Date Beta-218621,-762,84,6,8
R_Date SUERC-37304,-755,83,6,8
R_Date Beta-201072,-715,119,6,8
R_Date SUERC-20665,-699,83,6,8
R_Date OxA-12815,-680,83,6,8
R_Date GrN-30772,-677,79,6,8
R_Date UBA-11764,-674,82,6,8
R_Date Wk-21257,-672,84,6,8
R_Date Wk-18204,-669,78,6,8
R_Date UB-7406,-667,80,6,8
R_Date SUERC-31624,-663,76,6,8
R_Date Beta-177427,-643,97,6,8
R_Date Beta-177426,-640,104,6,8
R_Date UBA-11092,-639,73,6,8
R_Date UBA-12722,-639,78,6,8
R_Date SUERC-23509,-639,74,6,8
R_Date GrN-30830,-639,72,6,8
R_Date Wk-20199,-638,82,6,8
R_Date UBA-8484,-638,82,6,8
R_Date Beta-218643,-637,97,6,8
R_Date Wk-22636,-637,74,6,8
R_Date Poz-25206,-637,79,6,8
R_Date UBA-11134,-636,72,6,8
R_Date UB-7238,-636,79,6,8
R_Date UBA-16418,-636,85,6,8
R_Date UBA-12493,-636,85,6,8
R_Date Beta-165321,-636,92,6,8
R_Date SUERC-23508,-636,75,6,8
R_Date SUERC-23503,-636,75,6,8
R_Date SUERC-37310,-636,80,6,8
R_Date GrN-30831,-636,75,6,8
R_Date UB-6779,-635,83,6,8
R_Date SUERC-31616,-635,81,6,8
R_Date UB-13229,-635,71,6,8
R_Date Beta-201095,-634,104,6,8
R_Date UB-6612,-633,84,6,8
R_Date SUERC-17982,-633,84,6,8
R_Date SUERC-37302,-633,84,6,8
R_Date Beta-150531,-632,98,6,8
R_Date Beta-246937,-631,89,6,8
R_Date UBA-8690,-631,88,6,8
R_Date UBA-11768,-628,92,6,8
R_Date GrN-30748,-626,91,6,8
R_Date SUERC-17983,-625,92,6,8
R_Date Beta-201073,-623,153,6,8
R_Date SUERC-17984,-620,95,6,8
R_Date Beta-270194,-616,97,6,8
R_Date Beta-201040,-614,103,6,8
R_Date UB-6287,-609,98,6,8
R_Date Beta-211587,-598,101,6,8
R_Date UB-6617,-595,101,6,8
R_Date SUERC-24971,-588,101,6,8
R_Date SUERC-37248,-587,102,6,8
R_Date Wk-21777,-585,102,6,8
R_Date SUERC-23520,-568,104,6,8
R_Date Beta-178209,-567,109,6,8
R_Date UBA-22074,-567,104,6,8
R_Date Wk-20200,-563,105,6,8
R_Date UBA-8821,-558,104,6,8
R_Date SUERC-23500,-548,105,6,8
R_Date Wk-18563,-547,106,6,8
R_Date UBA-22073,-542,108,6,8
R_Date NZA-30404,-539,109,6,8
R_Date NZA-30407,-530,105,6,8
R_Date UBA-8818,-527,105,6,8
R_Date UBA-8481,-526,108,6,8
R_Date Wk-18209,-519,113,6,8
R_Date UBA-11767,-516,103,6,8
R_Date UBA-11765,-512,102,6,8
R_Date UBA-10138,-511,103,6,8
R_Date Beta-209757,-503,107,6,8
R_Date Beta-217356,-500,103,6,9
R_Date UBA-11771,-499,97,6,9
R_Date Wk-22559,-495,98,6,9
R_Date UB-11507,-490,89,6,9
R_Date Poz-24908,-485,96,6,9
R_Date SUERC-23514,-484,92,6,9
R_Date Wk-25204,-483,97,6,9
R_Date Beta-211589,-477,95,6,9
R_Date Beta-217355,-477,95,6,9
R_Date UBA-11766,-471,74,6,9
R_Date SUERC-17293,-464,83,6,9
R_Date UBA-13022,-464,67,6,9
R_Date UBA-22072,-463,77,6,9
R_Date SUERC-37678,-457,72,6,9
R_Date UBA-11964,-453,60,6,9
R_Date SUERC-23501,-453,68,6,9
R_Date NZA-30408,-452,50,6,9
R_Date Beta-230461,-446,81,6,9
R_Date Beta-230460,-446,81,6,9
R_Date SUERC-10127,-439,68,6,9
R_Date Wk-16317,-437,82,6,9
R_Date Beta-207734,-427,78,6,9
R_Date SUERC-23549,-415,63,6,9
R_Date Wk-20198,-412,83,6,9
R_Date UBA-12065,-408,39,6,9
R_Date Beta-178191,-404,122,6,9
R_Date SUERC-23554,-401,43,6,9
R_Date SUERC-31077,-399,42,6,9
R_Date UBA-8475,-398,46,6,9
R_Date NZA-30391,-396,14,6,9
R_Date NZA-30401,-395,16,6,9
R_Date SUERC-23558,-392,48,6,9
R_Date Beta-177442,-389,98,6,9
R_Date Wk-18191,-389,56,6,9
R_Date UBA-8809,-385,50,6,9
R_Date UB-6765,-382,64,6,9
R_Date SUERC-23553,-379,60,6,9
R_Date SUERC-23522,-379,60,6,9
R_Date SUERC-23543,-374,62,6,9
R_Date SUERC-23521,-374,62,6,9
R_Date NZA-30392,-370,60,6,9
R_Date SUERC-23538,-369,63,6,9
R_Date Wk-16284,-360,65,6,9
R_Date NZA-30399,-327,86,6,9
R_Date SUERC-23519,-308,63,6,9
R_Date SUERC-23513,-308,63,6,9
R_Date Wk-18568,-304,64,6,9
R_Date SUERC-23534,-292,62,6,9
R_Date UBA-7758,-291,62,6,9
R_Date Beta-177428,-289,63,6,9
R_Date Wk-20958,-286,62,6,9
R_Date SUERC-23529,-285,61,6,9
R_Date OxA-6317,-282,60,6,9
R_Date Wk-22642,-282,58,6,9
R_Date SUERC-37251,-282,60,6,9
R_Date SUERC-23523,-282,58,6,9
R_Date UBA-12078,-281,52,6,9
R_Date SUERC-17009,-281,60,6,9
R_Date SUERC-23548,-281,60,6,9
R_Date Beta-211581,-280,59,6,9
R_Date Wk-18195,-280,65,6,9
R_Date NZA-30400,-280,59,6,9
R_Date SUERC-29330,-279,59,6,9
R_Date UB-7239,-279,61,6,9
R_Date SUERC-25314,-279,59,6,9
R_Date UBA-9819,-279,59,6,9
R_Date Wk-20953,-279,58,6,9
R_Date SUERC-23528,-279,59,6,9
R_Date SUERC-23524,-279,54,6,9
R_Date SUERC-37313,-279,60,6,9
R_Date UB-6834,-278,57,6,9
R_Date GrN-29489,-278,60,6,9
R_Date Beta-211592,-278,60,6,9
R_Date Wk-16824,-278,58,6,9
R_Date Wk-16316,-278,61,6,9
R_Date UB-7360,-278,58,6,9
R_Date Beta-229295,-278,60,6,9
R_Date SUERC-23544,-278,54,6,9
R_Date SUERC-23512,-278,54,6,9
R_Date Wk-16305,-278,58,6,9
R_Date SUERC-14688,-277,62,6,9
R_Date Wk-20203,-277,62,6,9
R_Date Wk-20197,-277,63,6,9
R_Date SUERC-23559,-277,56,6,9
R_Date SUERC-23533,-277,54,6,9
R_Date SUERC-23532,-277,56,6,9
R_Date SUERC-23531,-277,57,6,9
R_Date SUERC-23504,-277,55,6,9
R_Date UBA-13260,-276,52,6,9
R_Date Wk-25190,-276,64,6,9
R_Date NZA-30393,-276,59,6,9
R_Date Wk-20201,-275,65,6,9
R_Date SUERC-23510,-275,56,6,9
R_Date NZA-30402,-275,54,6,9
R_Date Wk-16320,-274,67,6,9
R_Date UBA-16406,-274,55,6,9
R_Date Beta-217358,-274,66,6,9
R_Date UBA-12938,-273,53,6,9
R_Date NZA-30405,-273,55,6,9
R_Date NZA-30403,-273,55,6,9
R_Date Wk-20957,-272,68,6,9
R_Date Wk-16314,-269,70,6,9
R_Date Beta-176806,-268,88,6,9
R_Date Beta-211585,-267,71,6,9
R_Date Beta-229294,-267,71,6,9
R_Date Beta-171418,-266,80,6,9
R_Date SUERC-17968,-259,73,6,9
R_Date SUERC-25427,-257,79,6,9
R_Date UBA-13028,-254,73,6,9
R_Date SUERC-37320,-248,76,6,9
R_Date Wk-16279,-244,78,6,9
R_Date Beta-194437,-244,84,6,9
R_Date SUERC-15851,-242,80,6,9
R_Date UBA-19803,-240,77,6,9
R_Date Beta-201099,-237,90,6,9
R_Date Wk-18565,-230,83,6,9
R_Date Wk-17942,-229,78,6,9
R_Date UB-7451,-229,79,6,9
R_Date UB-6940,-224,79,6,9
R_Date Beta-177445,-224,88,6,9
R_Date UB-7486,-221,81,6,9
R_Date SUERC-29025,-214,80,6,9
R_Date UB-7361,-204,84,6,9
R_Date Wk-18216,-203,92,6,9
R_Date Wk-25200,-198,92,6,9
R_Date Beta-177435,-187,93,6,9
R_Date UBA-16411,-187,84,6,9
R_Date Beta-178205,-185,89,6,9
R_Date UBA-10088,-184,91,6,9
R_Date Wk-16313,-183,92,6,9
R_Date SUERC-25467,-179,94,6,9
R_Date SUERC-18001,-175,87,6,9
R_Date UBA-12716,-175,79,6,9
R_Date UBA-8039,-175,90,6,9
R_Date SUERC-37096,-175,85,6,9
R_Date UBA-10321,-175,87,6,9
R_Date Beta-186485,-174,99,6,9
R_Date Beta-241006,-168,89,6,9
R_Date Beta-236026,-168,89,6,9
R_Date SUERC-37299,-167,86,6,9
R_Date SUERC-37258,-167,86,6,9
R_Date UB-7842,-166,90,6,9
R_Date SUERC-31617,-166,83,6,9
R_Date SUERC-37092,-166,83,6,9
R_Date Beta-201074,-159,100,6,9
R_Date UB-7514,-156,86,6,9
R_Date UBA-12056,-153,69,6,9
R_Date OxA-6316,-141,76,6,9
R_Date GrN-29488,-137,81,6,9
R_Date GrN-29487,-137,81,6,9
R_Date Beta-197005,-136,117,6,9
R_Date UB-13303,-136,69,6,9
R_Date UBA-12506,-136,57,6,9
R_Date SUERC-17292,-135,75,6,9
R_Date SUERC-37254,-135,75,6,9
R_Date UB-13162,-131,54,6,9
R_Date UBA-12915,-130,60,6,9
R_Date UB-6770,-130,73,6,9
R_Date UB-6901,-130,68,6,9
R_Date UBA-18056,-129,61,6,9
R_Date UB-6719,-128,70,6,9
R_Date UBA-8808,-125,65,6,9
R_Date UB-7485,-124,66,6,9
R_Date UB-6939,-123,62,6,9
R_Date SUERC-27166,-123,61,6,9
R_Date SUERC-37090,-123,61,6,9
R_Date UB-7169,-122,66,6,9
R_Date Wk-25199,-121,72,6,9
R_Date Wk-18190,-119,56,6,9
R_Date UB-7515,-118,62,6,9
R_Date UBA-8034,-116,68,6,9
R_Date Beta-231089,-115,71,6,9
R_Date UBA-12731,-114,44,6,9
R_Date GrN-28177,-113,54,6,9
R_Date SUERC-37089,-113,54,6,9
R_Date GrN-20551,-111,40,6,9
R_Date UBA-8035,-109,62,6,9
R_Date SUERC-37091,-106,44,6,9
R_Date Beta-221187,-104,67,6,9
R_Date SUERC-37243,-103,59,6,9
R_Date UB-13299,-102,40,6,9
R_Date Wk-22643,-100,50,6,9
R_Date UBA-12057,-93,47,6,9
"R_Date UB-7211, UB-7391",-93,49,6,9
R_Date SUERC-23483,-92,49,6,9
R_Date UB-6611,-81,56,6,9
R_Date UBA-12940,-79,42,6,9
R_Date UB-13150,-78,40,6,9
R_Date Wk-18210,-77,53,6,9
R_Date SUERC-25480,-76,78,6,9
R_Date UB-6903,-72,52,6,9
R_Date SUERC-29333,-69,62,6,9
R_Date Wk-16289,-63,62,6,9
R_Date UB-12972,-63,49,6,9
R_Date UB-13227,-59,42,6,9
R_Date UBA-13072,-58,45,6,9
R_Date UBA-9820,-56,79,6,9
R_Date Wk-22711,-50,50,6,9
R_Date UBA-13032,-48,43,6,9
R_Date SUERC-14682,-42,61,6,9
R_Date UB-7513,-41,54,6,9
R_Date UB-6763,-40,52,6,9
R_Date UBA-13030,-36,47,6,9
R_Date Beta-205183,-36,75,6,9
R_Date Beta-237584,-34,61,6,9
R_Date UBA-8435,-33,57,6,9
R_Date SUERC-37309,-33,54,6,9
R_Date Beta-181753,-24,88,6,9
R_Date Beta-201098,-24,88,6,9
R_Date SUERC-23484,-23,46,6,9
R_Date UB-7235,-21,47,6,9
R_Date UBA-8434,-20,67,6,9
R_Date Beta-270192,-20,59,6,9
R_Date Wk-18564,-19,53,6,9
R_Date Wk-18215,-17,82,6,9
R_Date UB-6463,-17,49,6,9
R_Date UB-13302,-17,34,6,9
R_Date UBA-13027,-15,41,6,9
R_Date UBA-13026,-14,28,6,9
R_Date UB-13290,-14,36,6,9
R_Date UBA-13024,-13,28,6,9
R_Date UBA-9821,-13,30,6,9
R_Date UB-11285,-11,33,6,9
R_Date UB-13295,-11,32,6,9
R_Date UBA-13025,-10,33,6,9
R_Date UBA-14151,-10,31,6,9
R_Date Beta-246934,-9,57,6,9
R_Date UBA-12739,-6,52,6,9
R_Date UB-13174,-6,34,6,9
R_Date UB-6493,-5,51,6,9
R_Date Wk-16311,-4,55,6,9
R_Date UBA-12087,-3,32,6,9
R_Date Wk-18174,-2,67,6,9
R_Date Wk-18219,-1,43,6,9
R_Date UB-11284,3,36,6,10
R_Date SUERC-17973,4,48,6,10
R_Date Beta-165315,4,70,6,10
R_Date Beta-207732,5,55,6,10
R_Date UBA-10140,8,52,6,10
R_Date SUERC-17011,10,48,6,10
R_Date UBA-13031,11,34,6,10
R_Date UBA-12075,12,37,6,10
R_Date SUERC-26270,15,43,6,10
R_Date Wk-18218,17,45,6,10
R_Date Wk-18187,17,60,6,10
R_Date UB-13171,17,39,6,10
R_Date SUERC-17999,22,48,6,10
R_Date UB-6492,25,48,6,10
R_Date UB-6625,25,48,6,10
R_Date SUERC-31056,27,43,6,10
R_Date SUERC-25307,27,43,6,10
R_Date GrN-29486,29,81,6,10
R_Date Wk-18196,32,56,6,10
R_Date Wk-18205,33,42,6,10
R_Date Wk-18189,35,45,6,10
R_Date Beta-232706,40,54,6,10
R_Date Beta-201108,41,80,6,10
R_Date UBA-9444,44,46,6,10
R_Date Poz-22560,45,49,6,10
R_Date UB-13164,45,37,6,10
R_Date UBA-16407,49,38,6,10
R_Date Beta-205299,51,55,6,10
R_Date Poz-24904,57,45,6,10
R_Date SUERC-14681,57,50,6,10
R_Date SUERC-37329,57,50,6,10
R_Date Wk-18217,71,70,6,10
R_Date UB-6470,75,51,6,10
R_Date UBA-9368,81,36,6,10
R_Date UBA-8485,89,45,6,10
R_Date Wk-18213,91,48,6,10
R_Date UBA-12927,106,40,6,10
R_Date Wk-17945,111,66,6,10
R_Date Beta-218645,111,87,6,10
R_Date UB-12982,111,40,6,10
R_Date UBA-12069,112,41,6,10
R_Date SUERC-25376,127,65,6,10
R_Date Wk-22644,130,48,6,10
R_Date Beta-209756,135,86,6,10
R_Date Wk-17940,138,56,6,10
R_Date SUERC-25478,146,63,6,10
R_Date Beta-218649,148,74,6,10
R_Date Wk-18211,151,47,6,10
R_Date Beta-233923,154,51,6,10
R_Date SUERC-25370,160,62,6,10
R_Date SUERC-37301,168,44,6,10
R_Date Beta-220335,169,62,6,10
R_Date Beta-207733,171,50,6,10
R_Date SUERC-10124,172,43,6,10
R_Date UB-13233,172,31,6,10
R_Date UB-6539,174,45,6,10
R_Date Beta-218641,178,63,6,10
R_Date Wk-18562,182,55,6,10
R_Date Beta-165312,189,88,6,10
R_Date SUERC-23464,231,50,6,10
R_Date UB-6538,240,54,6,10
R_Date SUERC-23479,242,49,6,10
R_Date Beta-201052,257,56,6,10
R_Date Beta-206066,267,96,6,10
R_Date Beta-196364,286,53,6,10
R_Date UBA-12035,288,37,6,10
R_Date SUERC-23471,290,41,6,10
R_Date SUERC-23472,295,39,6,10
R_Date SUERC-25315,297,38,6,10
R_Date UBA-18058,297,34,6,10
R_Date UBA-15488,298,33,6,10
R_Date SUERC-25311,298,38,6,10
R_Date SUERC-25313,301,39,6,10
R_Date SUERC-23460,303,40,6,10
R_Date UBA-12929,308,36,6,10
R_Date UBA-10139,318,47,6,10
R_Date UB-7385,326,46,6,10
R_Date UB-7170,326,46,6,10
R_Date SUERC-23473,328,45,6,10
R_Date SUERC-23463,328,45,6,10
R_Date UB-7221,333,47,6,10
R_Date Beta-231652,341,51,6,10
R_Date UBA-7319,347,48,6,10
R_Date SUERC-37250,347,50,6,10
R_Date Beta-241287,348,61,6,10
R_Date Beta-203725,350,53,6,10
R_Date Beta-247025,350,53,6,10
R_Date UBA-12283,351,47,6,10
R_Date UBA-8433,351,47,6,10
R_Date SUERC-23474,354,48,6,10
R_Date SUERC-23734,356,51,6,10
R_Date UB-6904,364,49,6,10
R_Date UBA-12077,366,46,6,10
R_Date UBA-8715,373,45,6,10
R_Date UBA-39115,375,48,6,10
R_Date Beta-196293,378,62,6,10
R_Date UBA-12270,380,45,6,10
R_Date Wk-18560,380,55,6,10
R_Date UBA-18055,383,47,6,10
R_Date SUERC-25444,384,73,6,10
R_Date UBA-8810,384,43,6,10
R_Date Wk-21252,385,62,6,10
R_Date UBA-9805,389,43,6,10
R_Date UBA-15472,395,56,6,10
R_Date SUERC-14680,396,62,6,10
R_Date SUERC-17260,404,64,7,10
R_Date Beta-247027,404,68,7,10
R_Date Beta-184701,406,81,7,10
R_Date UBA-12926,412,43,7,10
R_Date UBA-12282,413,58,7,10
R_Date UBA-12279,416,45,7,10
R_Date Wk-16823,422,61,7,10
R_Date SUERC-27162,424,57,7,10
R_Date UBA-39067,426,54,7,10
R_Date SUERC-26387,435,59,7,10
R_Date Beta-247028,436,64,7,10
R_Date Beta-160646,445,83,7,10
R_Date SUERC-25484,445,69,7,10
R_Date UB-11252,449,59,7,10
R_Date UBA-15478,450,43,7,10
R_Date SUERC-26390,450,56,7,10
R_Date Beta-198517,458,58,7,10
R_Date Beta-231658,458,58,7,10
R_Date Beta-192433,461,73,7,10
R_Date Wk-21251,462,56,7,10
R_Date GrN-18756,462,49,7,10
R_Date SUERC-25415,465,63,7,10
R_Date Beta-201078,469,53,7,10
R_Date Beta-222015,469,53,7,10
R_Date Beta-220128,469,53,7,10
R_Date Beta-231959,469,53,7,10
R_Date UBA-15462,470,42,7,10
R_Date UBA-39113,471,43,7,10
R_Date Beta-205185,473,59,7,10
R_Date Beta-182301,474,77,7,10
R_Date UBA-13071,474,38,7,10
R_Date Beta-247019,475,48,7,10
R_Date UBA-16405,476,39,7,10
R_Date SUERC-23560,476,40,7,10
R_Date UBA-12067,477,38,7,10
R_Date Beta-191531,477,67,7,10
R_Date Wk-17909,477,44,7,10
R_Date UBA-12931,478,36,7,10
R_Date UBA-9937,478,37,7,10
R_Date Wk-21254,478,44,7,10
R_Date GrN-19693,478,42,7,10
R_Date UB-7215,479,39,7,10
R_Date Beta-198519,480,45,7,10
R_Date Beta-222061,480,45,7,10
R_Date Beta-252088,480,45,7,10
R_Date UBA-11759,482,36,7,10
R_Date SUERC-25456,482,54,7,10
R_Date UBA-12824,482,37,7,10
R_Date Wk-17922,482,42,7,10
R_Date UBA-15484,483,35,7,10
R_Date UBA-15483,483,35,7,10
R_Date UBA-14372,483,42,7,10
R_Date GrN-18754,483,35,7,10
R_Date GrN-18753,483,35,7,10
R_Date SUERC-37249,483,41,7,10
R_Date UBA-12910,484,35,7,10
R_Date Beta-194065,485,44,7,10
R_Date UB-6546,485,41,7,10
R_Date SUERC-25459,485,53,7,10
R_Date Beta-217357,485,44,7,10
R_Date UBA-8719,485,37,7,10
R_Date UBA-12930,486,35,7,10
R_Date Wk-21249,486,43,7,10
R_Date UBA-13074,486,37,7,10
R_Date UBA-8680,486,35,7,10
R_Date Wk-17918,486,39,7,10
R_Date UBA-11099,487,36,7,10
R_Date UBA-15482,487,36,7,10
R_Date Wk-18193,487,40,7,10
R_Date UBA-8718,487,37,7,10
R_Date Wk-21253,488,43,7,10
R_Date UBA-12928,489,38,7,10
R_Date Wk-21250,489,43,7,10
R_Date Poz-25204,489,41,7,10
R_Date UBA-8716,489,38,7,10
R_Date SUERC-37252,489,41,7,10
R_Date Wk-17906,489,40,7,10
R_Date Wk-17907,489,40,7,10
R_Date Beta-246947,490,44,7,10
R_Date Beta-247010,490,44,7,10
R_Date Beta-247207,490,44,7,10
R_Date Beta-247024,490,44,7,10
R_Date Beta-247018,490,44,7,10
R_Date Beta-247017,490,44,7,10
R_Date UBA-12104,491,40,7,10
R_Date UBA-15479,491,39,7,10
R_Date UBA-12913,491,40,7,10
R_Date UB-7367,491,40,7,10
R_Date UBA-13070,491,39,7,10
R_Date UBA-12820,491,39,7,10
R_Date Wk-16819,491,42,7,10
R_Date UBA-12045,492,40,7,10
R_Date UBA-11129,493,40,7,10
R_Date UB-6542,493,43,7,10
R_Date SUERC-16977,493,43,7,10
R_Date Beta-198505,494,46,7,10
R_Date Beta-229298,494,46,7,10
R_Date UB-13218,494,41,7,10
R_Date Beta-220118,494,46,7,10
R_Date UBA-12079,495,41,7,10
R_Date UBA-15486,496,43,7,10
R_Date UBA-15477,497,42,7,10
R_Date UBA-13958,499,44,7,10
R_Date SUERC-37319,499,45,7,10
R_Date Beta-213647,500,48,7,10
R_Date Beta-222016,500,48,7,10
R_Date Beta-247026,500,48,7,10
R_Date UBA-16421,501,46,7,11
R_Date SUERC-25850,503,54,7,11
R_Date SUERC-25460,503,54,7,11
R_Date Beta-178197,503,70,7,11
R_Date Beta-178195,503,70,7,11
R_Date SUERC-17613,504,47,7,11
R_Date Wk-17939,505,49,7,11
R_Date UBA-12073,509,45,7,11
R_Date Beta-203728,511,50,7,11
R_Date Beta-247001,511,50,7,11
R_Date Beta-247008,511,50,7,11
R_Date Beta-250161,511,50,7,11
R_Date SUERC-18000,512,48,7,11
R_Date UB-7386,515,46,7,11
R_Date UBA-17593,517,45,7,11
R_Date Wk-17347,519,49,7,11
R_Date SUERC-17001,522,49,7,11
R_Date SUERC-25457,526,56,7,11
R_Date SUERC-23458,529,47,7,11
R_Date Beta-194066,532,52,7,11
R_Date Beta-198504,532,52,7,11
R_Date Beta-220119,532,52,7,11
R_Date UBA-9936,536,45,7,11
R_Date Beta-201036,537,62,7,11
R_Date Beta-191530,537,62,7,11
R_Date Wk-18183,539,65,7,11
R_Date UBA-13957,541,44,7,11
R_Date Beta-213638,541,57,7,11
R_Date Wk-16825,542,50,7,11
R_Date UBA-11805,544,43,7,11
R_Date SUERC-18466,544,50,7,11
R_Date SUERC-16989,544,50,7,11
R_Date SUERC-17303,544,50,7,11
R_Date SUERC-16981,544,50,7,11
R_Date UBA-12076,546,46,7,11
R_Date UB-6543,547,50,7,11
R_Date Beta-198510,547,53,7,11
R_Date Beta-229299,547,53,7,11
R_Date Beta-247005,547,53,7,11
R_Date Beta-247009,547,53,7,11
R_Date Beta-181479,548,63,7,11
R_Date UBA-7863,551,49,7,11
R_Date Wk-17919,551,47,7,11
R_Date Poz-26227,553,46,7,11
R_Date SUERC-25397,553,58,7,11
R_Date UBA-12819,553,46,7,11
R_Date Wk-16306,553,48,7,11
R_Date SUERC-27619,555,49,7,11
R_Date UBA-12933,558,36,7,11
R_Date Beta-201077,558,52,7,11
R_Date UBA-36175,558,42,7,11
R_Date Wk-17920,558,45,7,11
R_Date UBA-12908,560,44,7,11
R_Date UBA-13073,560,34,7,11
R_Date SUERC-31046,563,43,7,11
R_Date Wk-21339,564,47,7,11
R_Date UBA-12052,565,42,7,11
R_Date UBA-38342,565,45,7,11
R_Date SUERC-17263,565,47,7,11
R_Date SUERC-16986,565,47,7,11
R_Date GrN-18755,565,25,7,11
R_Date Wk-17340,566,50,7,11
R_Date UBA-12507,567,39,7,11
R_Date UBA-36176,568,45,7,11
R_Date Beta-220129,568,50,7,11
R_Date Beta-200977,568,61,7,11
R_Date SUERC-17614,570,45,7,11
