Name,c14_age,c14_sig,Seren_Col_D,Seren_Col_E
R_Date UBA-11464,-24348,145,1,1
R_Date SUERC-25426,-12308,227,1,1
R_Date UB-6777,-11082,71,1,1
R_Date Beta-201088,-9084,157,1,2
R_Date UB-7015,-8745,128,1,2
R_Date UB-6780,-8126,101,1,2
R_Date Beta-272868,-6935,97,2,3
R_Date UBA-13961,-6659,40,2,3
R_Date UB-7014,-6537,47,2,3
R_Date UB-12983,-6391,54,2,3
R_Date Beta-218634,-6306,70,2,3
R_Date Beta-201071,-6166,74,2,3
R_Date UB-10500,-6064,52,2,3
R_Date SUERC-25476,-6034,61,2,3
R_Date UB-13404,-6015,30,2,3
R_Date UB-13401,-5965,37,2,4
R_Date UB-13222,-5864,55,2,4
R_Date Beta-272870,-5801,59,2,4
R_Date UB-6609,-5677,33,2,4
R_Date SUERC-29340,-5542,42,2,4
R_Date SUERC-17261,-5263,46,2,4
R_Date SUERC-31605,-5156,73,2,4
R_Date Beta-233920,-5143,71,2,4
R_Date Beta-231957,-5131,74,2,4
R_Date Beta-231958,-5111,66,2,4
R_Date SUERC-29339,-5107,67,2,4
R_Date Beta-246997,-5089,73,2,4
R_Date Beta-231954,-5089,73,2,4
R_Date Beta-231952,-5068,77,2,4
R_Date UBA-12091,-4996,63,2,4
R_Date Beta-231950,-4963,86,2,4
R_Date Beta-231956,-4950,82,2,4
R_Date Beta-231953,-4924,75,2,4
R_Date Beta-231951,-4924,75,2,4
R_Date Beta-231947,-4923,61,2,4
R_Date UB-6630,-4891,58,2,4
R_Date Beta-231955,-4869,67,2,4
R_Date Beta-231949,-4855,67,2,4
R_Date Beta-231948,-4855,67,2,4
R_Date Beta-241472,-4740,78,2,4
R_Date GrN-21936,-4678,59,2,4
R_Date UB-13223,-4663,48,2,4
R_Date UB-13287,-4580,53,2,4
R_Date UB-6641,-4499,55,2,4
R_Date UB-6494,-4422,50,2,4
R_Date UBA-12070,-4411,38,2,4
R_Date UB-6642,-4411,41,2,4
R_Date UBA-12114,-4283,52,2,4
R_Date Beta-246999,-4139,70,2,4
R_Date Beta-247015,-4124,73,2,4
R_Date GrA-35591,-4122,71,2,4
R_Date OxA-X-2173-16,-4114,75,2,4
R_Date Beta-199985,-4052,90,2,4
R_Date UBA-12113,-4049,74,2,4
R_Date UBA-9364,-4045,73,2,4
R_Date UB-13292,-4017,48,2,4
R_Date UBA-8828,-4016,40,2,4
R_Date Beta-196295,-4014,63,2,4
R_Date SUERC-29347,-3987,63,3,5
R_Date Beta-205184,-3982,64,3,5
R_Date Wk-18552,-3980,86,3,5
R_Date SUERC-37323,-3978,57,3,5
R_Date UBA-12897,-3977,63,3,5
R_Date Beta-247000,-3973,68,3,5
R_Date Beta-199984,-3970,96,3,5
R_Date UBA-8067,-3969,67,3,5
R_Date Beta-199987,-3963,71,3,5
R_Date UB-13284,-3958,61,3,5
R_Date Beta-186486,-3957,146,3,5
R_Date Beta-186483,-3924,133,3,5
R_Date UB-7236,-3882,63,3,5
R_Date UBA-13730,-3878,50,3,5
R_Date SUERC-17270,-3868,55,3,5
R_Date Beta-201027,-3867,56,3,5
R_Date Beta-199989,-3867,56,3,5
R_Date UB-6962,-3866,55,3,5
R_Date GrA-31961,-3866,55,3,5
R_Date Wk-17342,-3866,78,3,5
R_Date Beta-246996,-3866,57,3,5
R_Date Beta-237055,-3866,60,3,5
R_Date UB-6315,-3866,60,3,5
R_Date Beta-272871,-3864,66,3,5
R_Date Beta-199990,-3864,85,3,5
R_Date Beta-199988,-3864,108,3,5
R_Date Wk-17341,-3863,64,3,5
R_Date UB-6633,-3863,65,3,5
R_Date UBA-12899,-3862,68,3,5
R_Date Beta-246998,-3858,68,3,5
R_Date Wk-17343,-3857,69,3,5
R_Date Wk-17338,-3855,70,3,5
R_Date Beta-186488,-3852,85,3,5
R_Date Beta-178204,-3847,75,3,5
R_Date Beta-199986,-3844,73,3,5
R_Date UB-6717,-3826,77,3,5
R_Date Beta-178206,-3813,88,3,5
R_Date OxA-16037,-3800,78,3,5
R_Date SUERC-32366,-3790,76,3,5
R_Date UB-13145,-3789,74,3,5
R_Date UB-13146,-3785,75,3,5
R_Date SUERC-23492,-3782,76,3,5
R_Date UBA-12042,-3779,75,3,5
R_Date Beta-178210,-3767,90,3,5
R_Date Wk-17344,-3767,82,3,5
R_Date UBA-22268,-3765,79,3,5
R_Date Beta-246995,-3762,78,3,5
R_Date Beta-246993,-3762,78,3,5
R_Date UBA-15959,-3756,63,3,5
R_Date GrN-30848,-3752,72,3,5
R_Date UBA-15914,-3751,78,3,5
R_Date Beta-270198,-3749,74,3,5
R_Date UBA-22264,-3742,68,3,5
R_Date Wk-18551,-3742,74,3,5
R_Date Beta-171412,-3740,89,3,5
R_Date UB-6769,-3740,69,3,5
R_Date UBA-22265,-3739,56,3,5
R_Date UBA-7596,-3737,66,3,5
R_Date SUERC-25316,-3735,56,3,5
R_Date UB-13169,-3733,48,3,5
R_Date Beta-246992,-3729,64,3,5
R_Date UBA-12098,-3723,49,3,5
R_Date UBA-22272,-3722,56,3,5
R_Date SUERC-37321,-3721,54,3,5
R_Date UBA-13960,-3720,45,3,5
R_Date UBA-12043,-3714,44,3,5
R_Date SUERC-29348,-3713,56,3,5
R_Date UBA-12906,-3706,40,3,5
R_Date UBA-22262,-3706,48,3,5
R_Date UBA-8734,-3705,40,3,5
R_Date UBA-12896,-3701,39,3,5
R_Date Beta-246990,-3700,49,3,5
R_Date UBA-12895,-3696,37,3,5
R_Date UBA-11107,-3695,38,3,5
R_Date UBA-12048,-3695,38,3,5
R_Date UBA-12050,-3691,36,3,5
R_Date UBA-12047,-3691,38,3,5
R_Date UB-10499,-3691,34,3,5
R_Date GrA-31959,-3691,45,3,5
R_Date UBA-22261,-3690,39,3,5
R_Date UB-13286,-3689,34,3,5
R_Date Beta-197649,-3689,44,3,5
R_Date UBA-12903,-3688,33,3,5
R_Date UBA-22267,-3688,40,3,5
R_Date SUERC-31057,-3686,33,3,5
R_Date UBA-22263,-3686,38,3,5
R_Date UBA-9365,-3686,35,3,5
R_Date SUERC-23498,-3686,33,3,5
R_Date UB-12975,-3685,29,3,5
R_Date Beta-246991,-3685,44,3,5
R_Date UB-6635,-3685,41,3,5
R_Date UBA-12106,-3683,33,3,5
R_Date UBA-7595,-3683,40,3,5
R_Date UBA-11101,-3682,29,3,5
R_Date Wk-22707,-3681,32,3,5
R_Date UBA-12049,-3678,31,3,5
R_Date SUERC-23494,-3677,32,3,5
R_Date GrN-30846,-3675,27,3,5
R_Date Beta-171411,-3672,92,3,5
R_Date Beta-186487,-3672,92,3,5
R_Date Poz-24934,-3668,50,3,5
R_Date Beta-237056,-3668,50,3,5
R_Date UBA-8731,-3652,38,3,5
R_Date UBA-12100,-3651,31,3,5
R_Date UB-13289,-3651,31,3,5
R_Date OxA-16021,-3650,50,3,5
R_Date UBA-11177,-3649,29,3,5
R_Date UBA-12080,-3648,35,3,5
R_Date Wk-22706,-3648,41,3,5
R_Date UBA-8736,-3646,59,3,5
R_Date UBA-15960,-3645,37,3,5
R_Date UBA-12046,-3645,34,3,5
R_Date UBA-12051,-3643,47,3,5
R_Date GrA-31960,-3643,56,3,5
R_Date UBA-11175,-3641,41,3,5
R_Date UBA-11089,-3638,48,3,5
R_Date SUERC-10126,-3636,52,3,5
R_Date Beta-194436,-3635,55,3,5
R_Date UBA-11166,-3632,46,3,5
R_Date UBA-8733,-3613,55,3,5
R_Date Beta-178211,-3612,90,3,5
R_Date Beta-231661,-3610,63,3,5
R_Date UBA-7594,-3597,49,3,5
R_Date UB-6639,-3581,47,3,5
R_Date UBA-8422,-3579,48,3,5
R_Date UBA-11169,-3578,44,3,5
R_Date UB-6481,-3578,48,3,5
R_Date UBA-29118,-3578,44,3,5
R_Date UB-6640,-3577,45,3,5
R_Date Beta-270191,-3577,47,3,5
R_Date UBA-15913,-3575,35,3,5
R_Date UBA-11163,-3575,47,3,5
R_Date SUERC-23491,-3575,45,3,5
R_Date UBA-13019,-3574,42,3,5
R_Date UBA-15921,-3574,46,3,5
R_Date UBA-15908,-3574,36,3,5
R_Date UBA-11160,-3574,46,3,5
R_Date SUERC-33564,-3574,42,3,5
R_Date UBA-13720,-3574,42,3,5
R_Date Beta-246989,-3574,49,3,5
R_Date UBA-15923,-3573,49,3,5
R_Date Beta-270197,-3573,53,3,5
R_Date Beta-197653,-3573,53,3,5
R_Date UBA-11179,-3572,42,3,5
R_Date UBA-11161,-3572,35,3,5
R_Date SUERC-10128,-3572,63,3,5
R_Date Beta-170158,-3572,58,3,5
R_Date UB-6634,-3572,60,3,5
R_Date UBA-8732,-3571,39,3,5
R_Date UBA-12074,-3570,40,3,5
R_Date UBA-11090,-3570,38,3,5
R_Date UBA-17311,-3570,39,3,5
R_Date UBA-11178,-3569,69,3,5
R_Date UBA-8815,-3568,39,3,5
R_Date UBA-11173,-3562,78,3,5
R_Date Beta-186484,-3562,73,3,5
R_Date UBA-15917,-3561,79,3,5
R_Date Wk-20960,-3561,74,3,5
R_Date UBA-8870,-3556,78,3,5
R_Date UB-7208,-3555,78,3,5
R_Date UB-7404,-3555,77,3,5
R_Date UBA-15916,-3550,80,3,5
R_Date UBA-8868,-3548,78,3,5
R_Date UBA-12085,-3539,80,3,5
R_Date UBA-8869,-3521,82,3,5
R_Date UBA-15912,-3511,82,3,5
R_Date UBA-11182,-3497,79,3,5
R_Date Beta-201069,-3491,97,3,5
R_Date Beta-178207,-3480,88,3,5
R_Date Beta-246988,-3469,77,3,5
R_Date UBA-15909,-3467,45,3,5
R_Date SUERC-25312,-3459,45,3,5
R_Date UBA-8447,-3458,46,3,5
R_Date UBA-15919,-3453,57,3,5
R_Date Beta-196298,-3453,85,3,5
R_Date Beta-270196,-3450,61,3,5
R_Date Beta-196299,-3450,56,3,5
R_Date UBA-15922,-3449,46,3,5
R_Date UB-6482,-3449,72,3,5
R_Date UBA-15910,-3448,45,3,5
R_Date UBA-13842,-3447,62,3,5
R_Date UBA-15915,-3444,44,3,5
R_Date UBA-15911,-3443,46,3,5
R_Date UBA-15920,-3438,48,3,5
R_Date UBA-15924,-3436,59,3,5
R_Date SUERC-14691,-3346,117,3,5
R_Date UBA-15918,-3345,92,3,5
R_Date UB-13400,-3344,112,3,5
R_Date Beta-201033,-3235,126,3,5
R_Date UCD-0247,-3223,110,3,5
R_Date SUERC-14690,-3214,90,3,5
R_Date SUERC-14687,-3212,81,3,5
R_Date UB-7383,-3211,90,3,5
R_Date GrN-30744,-3194,133,3,5
R_Date UBA-7321,-3157,111,3,5
R_Date UBA-12919,-2977,45,3,6
R_Date Beta-195834,-2921,72,3,6
R_Date UB-6790,-2898,56,3,6
R_Date UBA-12092,-2892,35,3,6
R_Date UB-7382,-2891,56,3,6
R_Date Beta-201070,-2840,162,3,6
R_Date SUERC-31623,-2793,65,3,6
R_Date SUERC-23511,-2787,64,3,6
R_Date SUERC-23550,-2782,64,3,6
R_Date UBA-12089,-2776,62,3,6
R_Date UB-6629,-2771,70,3,6
R_Date UBA-12094,-2760,67,3,6
R_Date Beta-160645,-2751,106,3,6
R_Date SUERC-10125,-2744,77,3,6
R_Date SUERC-29341,-2743,80,3,6
R_Date Beta-270193,-2743,80,3,6
R_Date SUERC-31618,-2740,76,3,6
R_Date SUERC-31603,-2740,76,3,6
R_Date UBA-12081,-2734,78,3,6
R_Date Beta-217949,-2734,84,3,6
R_Date UBA-12090,-2728,80,3,6
R_Date UBA-12086,-2728,80,3,6
R_Date Beta-194431,-2727,96,3,6
R_Date SUERC-32850,-2726,83,3,6
R_Date Beta-241475,-2724,87,3,6
R_Date SUERC-31619,-2718,85,3,6
R_Date UBA-11105,-2715,84,3,6
R_Date UBA-12108,-2709,86,3,6
R_Date Beta-218629,-2706,91,3,6
R_Date UBA-13729,-2690,86,3,6
R_Date Wk-22561,-2685,91,3,6
R_Date Wk-18567,-2680,96,3,6
R_Date GrN-30754,-2669,99,3,6
R_Date UBA-11774,-2667,91,3,6
R_Date UBA-12088,-2659,100,3,6
R_Date UB-13219,-2659,93,3,6
R_Date UBA-8746,-2653,92,3,6
R_Date SUERC-29343,-2652,102,3,6
R_Date Beta-178218,-2652,102,3,6
R_Date Beta-170161,-2652,102,3,6
R_Date UBA-12902,-2649,91,3,6
R_Date Wk-20956,-2649,104,3,6
R_Date Wk-22564,-2638,96,3,6
R_Date UBA-12082,-2631,96,3,6
R_Date UB-7580,-2629,100,3,6
R_Date SUERC-17972,-2626,100,3,6
R_Date Beta-217947,-2621,108,3,6
R_Date UBA-12093,-2619,93,3,6
R_Date Wk-22562,-2617,95,3,6
R_Date Beta-218622,-2613,114,3,6
R_Date UBA-8747,-2607,94,3,6
R_Date UB-6909,-2607,97,3,6
R_Date UBA-8745,-2588,75,4,6
R_Date UB-13157,-2586,76,4,6
R_Date UBA-8744,-2574,65,4,6
R_Date SUERC-37260,-2573,85,4,6
R_Date Beta-209759,-2560,150,4,6
R_Date Beta-218618,-2559,84,4,6
R_Date Beta-217946,-2555,95,4,6
R_Date UBA-12109,-2551,57,4,6
R_Date Beta-270190,-2535,66,4,6
R_Date Beta-231665,-2535,66,4,6
R_Date Beta-217948,-2531,60,4,6
R_Date UBA-17312,-2529,41,4,6
R_Date UBA-11128,-2528,34,4,6
R_Date UBA-12925,-2528,33,4,6
R_Date UBA-11133,-2527,34,4,6
R_Date UBA-12101,-2527,36,4,6
R_Date Beta-231663,-2526,57,4,6
R_Date Beta-231666,-2520,58,4,6
R_Date Wk-19929,-2518,71,4,6
R_Date UB-6314,-2515,54,4,6
R_Date Wk-17938,-2507,120,4,6
R_Date Wk-22725,-2507,49,4,6
R_Date GrN-30760,-2507,92,4,6
R_Date UB-13167,-2497,44,4,6
R_Date SUERC-37233,-2491,61,4,6
R_Date UB-7352,-2486,63,4,6
R_Date UB-13224,-2483,57,4,6
R_Date Beta-178202,-2482,101,4,6
R_Date UBA-12921,-2480,55,4,6
R_Date GrN-30773,-2478,63,4,6
R_Date Wk-22563,-2473,64,4,6
R_Date SUERC-31076,-2470,65,4,6
R_Date UBA-13262,-2469,62,4,6
R_Date Beta-165313,-2464,116,4,6
R_Date SUERC-37223,-2459,70,4,6
R_Date UBA-8723,-2457,70,4,6
R_Date Wk-21333,-2451,103,4,6
R_Date Wk-21343,-2447,73,4,6
R_Date UB-7860,-2446,64,4,6
R_Date GrN-18565,-2435,59,4,6
R_Date SUERC-31044,-2432,63,4,6
R_Date UB-13220,-2430,60,4,6
R_Date SUERC-14689,-2420,66,4,6
R_Date UBA-8738,-2417,54,4,6
R_Date UBA-11103,-2415,59,4,6
R_Date Beta-207728,-2413,69,4,6
R_Date UBA-12725,-2409,51,4,6
R_Date UBA-15480,-2407,46,4,6
R_Date UBA-8735,-2406,54,4,6
R_Date UBA-12935,-2403,50,4,6
R_Date Beta-231664,-2403,67,4,6
R_Date Beta-171422,-2398,106,4,6
R_Date UB-6637,-2395,63,4,6
R_Date Wk-20192,-2393,125,4,6
R_Date SUERC-23489,-2392,53,4,6
R_Date Beta-177425,-2391,65,4,6
R_Date SUERC-25720,-2391,65,4,6
R_Date UBA-8695,-2390,58,4,6
R_Date UBA-12726,-2387,49,4,6
R_Date Beta-182302,-2385,120,4,6
R_Date Beta-201046,-2385,104,4,6
R_Date Wk-22721,-2380,57,4,6
R_Date SUERC-37269,-2377,62,4,6
R_Date Beta-261504,-2374,67,4,6
R_Date GrN-28179,-2373,118,4,6
R_Date SUERC-37259,-2373,64,4,6
R_Date Beta-85979,-2361,133,4,6
R_Date SUERC-37229,-2360,67,4,6
R_Date UBA-8694,-2358,67,4,6
R_Date Beta-201097,-2355,90,4,6
R_Date SUERC-25332,-2354,65,4,6
R_Date Wk-22715,-2354,109,4,6
R_Date Beta-211566,-2350,73,4,6
R_Date UBA-13717,-2349,68,4,6
R_Date Wk-20202,-2346,75,4,6
R_Date UBA-11124,-2343,64,4,6
R_Date UBA-9836,-2343,64,4,6
R_Date Wk-22722,-2343,68,4,6
R_Date GrN-30771,-2343,60,4,6
R_Date UBA-9835,-2337,64,4,6
R_Date UB-13165,-2337,64,4,6
R_Date Beta-170160,-2335,75,4,6
R_Date Beta-209755,-2335,75,4,6
R_Date UB-6471,-2334,74,4,6
R_Date SUERC-16969,-2333,83,4,6
R_Date UBA-12059,-2332,66,4,6
R_Date UBA-18869,-2330,67,4,6
R_Date UB-6646,-2326,75,4,6
R_Date UBA-14777,-2323,73,4,6
R_Date UBA-9838,-2319,68,4,6
R_Date Beta-202234,-2317,95,4,6
R_Date Wk-21246,-2316,156,4,6
R_Date OxA-12811,-2314,75,4,6
R_Date Beta-201103,-2313,118,4,6
R_Date UBA-11104,-2309,69,4,6
R_Date SUERC-31039,-2308,71,4,6
R_Date SUERC-23490,-2308,71,4,6
R_Date UB-6313,-2306,75,4,6
R_Date Beta-199778,-2303,87,4,6
R_Date Beta-181754,-2301,79,4,6
R_Date Beta-171410,-2301,107,4,6
R_Date Beta-211582,-2301,79,4,6
R_Date Beta-211568,-2301,79,4,6
R_Date SUERC-37228,-2299,75,4,6
R_Date UBA-8814,-2295,74,4,6
R_Date UBA-13268,-2294,67,4,6
R_Date UB-6469,-2292,78,4,6
R_Date UBA-12936,-2290,65,4,6
R_Date UB-6768,-2285,75,4,6
R_Date Beta-205170,-2283,79,4,6
R_Date Wk-22726,-2280,98,4,6
R_Date Wk-21245,-2277,80,4,6
R_Date UBA-11961,-2275,60,4,6
R_Date Beta-205301,-2271,90,4,6
R_Date UBA-12748,-2271,77,4,6
R_Date UB-12986,-2269,58,4,6
R_Date Beta-211576,-2266,78,4,6
R_Date Poz-26257,-2262,71,4,6
R_Date UBA-12920,-2259,59,4,6
R_Date UB-13151,-2258,58,4,6
R_Date Beta-201102,-2257,133,4,6
R_Date UB-7351,-2257,69,4,6
R_Date SUERC-18002,-2256,70,4,6
R_Date UBA-8693,-2253,81,4,6
R_Date Beta-197002,-2252,77,4,6
R_Date Beta-201032,-2252,77,4,6
R_Date Beta-218619,-2252,77,4,6
R_Date Beta-196297,-2252,77,4,6
R_Date SUERC-25331,-2248,60,4,6
R_Date UBA-12719,-2248,49,4,6
R_Date UBA-11100,-2245,45,4,6
R_Date UBA-11083,-2244,49,4,6
R_Date SUERC-23551,-2243,59,4,6
R_Date Wk-22723,-2241,59,4,6
R_Date NZA-30397,-2240,43,4,6
R_Date Beta-261505,-2239,76,4,6
R_Date UBA-8471,-2238,60,4,6
R_Date Wk-18192,-2236,63,4,6
R_Date UBA-14778,-2228,65,4,6
R_Date UB-13147,-2225,52,4,6
R_Date Beta-207731,-2224,75,4,6
R_Date Beta-272872,-2224,75,4,6
R_Date Beta-186491,-2214,124,4,6
R_Date UBA-13267,-2207,56,5,6
R_Date UBA-12724,-2207,50,5,6
R_Date UB-15092,-2205,50,5,6
R_Date SUERC-37281,-2204,67,5,6
R_Date UBA-12752,-2203,73,5,6
R_Date OxA-12797,-2199,135,5,6
R_Date UBA-8711,-2197,93,5,6
R_Date Beta-218646,-2196,114,5,6
R_Date UBA-12707,-2196,53,5,6
R_Date Wk-22718,-2196,60,5,6
R_Date D-AMS 014557,-2192,61,5,6
R_Date UB-6775,-2189,76,5,6
R_Date Beta-171415,-2189,75,5,6
R_Date Beta-170159,-2189,75,5,6
R_Date UBA-13021,-2184,57,5,6
R_Date UB-7359,-2184,68,5,6
R_Date UB-6499,-2181,77,5,6
R_Date Wk-22729,-2180,73,5,6
R_Date UBA-11960,-2180,56,5,6
R_Date UBA-14139,-2179,60,5,6
R_Date UB-7377,-2175,68,5,6
R_Date Beta-211569,-2174,74,5,6
R_Date Poz-24931,-2174,74,5,6
R_Date UBA-13263,-2172,61,5,6
R_Date UBA-8811,-2171,56,5,6
R_Date UBA-9366,-2170,53,5,6
R_Date UBA-8488,-2170,71,5,6
R_Date UB-15091,-2168,53,5,6
R_Date UBA-12736,-2166,59,5,6
R_Date UBA-8047,-2165,69,5,6
R_Date Beta-218623,-2163,99,5,6
R_Date UBA-12743,-2162,73,5,6
R_Date Beta-228978,-2161,73,5,6
R_Date UBA-9842,-2158,58,5,6
R_Date SUERC-24984,-2154,62,5,6
R_Date SUERC-31038,-2146,61,5,6
R_Date Beta-220127,-2145,71,5,6
R_Date UB-6606,-2144,66,5,6
R_Date Beta-182306,-2140,135,5,6
R_Date SUERC-25475,-2139,82,5,6
R_Date UB-6480,-2135,67,5,6
R_Date SUERC-29338,-2129,68,5,6
R_Date Wk-21342,-2129,65,5,6
R_Date UB-7510,-2127,62,5,6
R_Date UBA-11963,-2122,59,5,6
R_Date UB-7843,-2112,72,5,6
R_Date Beta-218627,-2111,66,5,6
R_Date Beta-170162,-2111,66,5,6
R_Date UB-11282,-2107,59,5,6
R_Date GrN-28180,-2104,56,5,6
R_Date SUERC-24974,-2097,55,5,6
R_Date UBA-12747,-2093,64,5,6
R_Date UBA-11080,-2091,49,5,6
R_Date UB-6908,-2090,56,5,6
R_Date Beta-211560,-2089,63,5,6
R_Date SUERC-25317,-2088,52,5,6
R_Date UBA-12944,-2086,45,5,6
R_Date SUERC-24976,-2086,52,5,6
R_Date SUERC-24972,-2086,52,5,6
R_Date Beta-160644,-2082,103,5,6
R_Date SUERC-24982,-2080,53,5,6
R_Date SUERC-24981,-2080,53,5,6
R_Date UBA-16994,-2079,54,5,6
R_Date UB-12985,-2079,49,5,6
R_Date UBA-15101,-2078,52,5,6
R_Date SUERC-24983,-2075,54,5,6
R_Date Beta-178213,-2070,64,5,6
R_Date SUERC-37264,-2065,60,5,6
R_Date UBA-12083,-2061,53,5,6
R_Date UBA-8737,-2059,74,5,6
R_Date UBA-8030,-2053,64,5,6
R_Date Wk-20955,-2051,67,5,6
R_Date UBA-13962,-2046,53,5,6
R_Date SUERC-24987,-2045,58,5,6
R_Date SUERC-24975,-2045,58,5,6
R_Date SUERC-23482,-2045,58,5,6
R_Date Beta-201031,-2042,116,5,6
R_Date Beta-182325,-2041,101,5,6
R_Date UB-7213,-2036,60,5,6
R_Date SUERC-17288,-2036,62,5,6
R_Date UBA-11962,-2036,58,5,6
R_Date UB-7388,-2031,62,5,6
R_Date SUERC-25474,-2031,76,5,6
R_Date SUERC-24977,-2028,59,5,6
R_Date SUERC-25321,-2028,59,5,6
R_Date UBA-9831,-2025,55,5,6
R_Date UCD-0249,-2024,76,5,6
R_Date UBA-12826,-2024,56,5,6
R_Date Wk-18558,-2022,75,5,6
R_Date Beta-182309,-2017,145,5,6
R_Date OxA-12750,-2016,61,5,6
R_Date GrN-30759,-2015,66,5,6
R_Date UB-6649,-2014,64,5,6
R_Date UBA-8476,-2012,71,5,6
R_Date UB-7237,-2010,64,5,6
R_Date UBA-12827,-2009,53,5,6
R_Date UB-6650,-2007,62,5,6
R_Date SUERC-25419,-2005,89,5,6
R_Date OxA-12752,-2005,58,5,6
R_Date UB-6466,-2002,62,5,6
R_Date UBA-12730,-2001,59,5,6
R_Date UBA-13020,-2000,52,5,7
R_Date Beta-165317,-1999,89,5,7
R_Date SUERC-23530,-1998,56,5,7
R_Date Beta-178215,-1997,77,5,7
R_Date UBA-8684,-1997,56,5,7
R_Date UBA-8026,-1995,72,5,7
R_Date UBA-9176,-1992,43,5,7
R_Date SUERC-6760,-1989,65,5,7
R_Date SUERC-24986,-1987,53,5,7
R_Date Beta-201093,-1986,90,5,7
R_Date Beta-201067,-1986,90,5,7
R_Date UCD-0237,-1986,90,5,7
R_Date Beta-205182,-1986,90,5,7
R_Date Beta-178214,-1985,77,5,7
R_Date UBA-16996,-1985,58,5,7
R_Date UBA-11108,-1983,52,5,7
R_Date UB-6745,-1983,62,5,7
R_Date Wk-18182,-1983,66,5,7
R_Date Beta-246944,-1982,64,5,7
R_Date UBA-8685,-1979,45,5,7
R_Date UBA-8031,-1978,69,5,7
R_Date UB-6608,-1976,57,5,7
R_Date UBA-12828,-1974,42,5,7
R_Date UBA-11123,-1973,47,5,7
R_Date UBA-11094,-1973,47,5,7
R_Date Beta-178212,-1972,78,5,7
R_Date UBA-16420,-1971,46,5,7
R_Date UBA-8813,-1969,42,5,7
R_Date SUERC-25721,-1964,64,5,7
R_Date UB-6902,-1963,53,5,7
R_Date UBA-12742,-1963,64,5,7
R_Date UB-6627,-1962,52,5,7
R_Date D-AMS 014558,-1960,46,5,7
R_Date UBA-12918,-1959,59,5,7
R_Date UBA-8048,-1959,64,5,7
R_Date Beta-182315,-1958,64,5,7
R_Date UBA-8812,-1958,41,5,7
R_Date SUERC-24991,-1957,48,5,7
R_Date SUERC-24985,-1957,48,5,7
R_Date SUERC-37300,-1957,56,5,7
R_Date UB-6718,-1956,61,5,7
R_Date Wk-16290,-1956,57,5,7
R_Date UB-7357,-1953,56,5,7
R_Date UB-6654,-1950,56,5,7
R_Date UBA-8686,-1947,42,5,7
R_Date UB-6643,-1946,57,5,7
R_Date Beta-272869,-1945,64,5,7
R_Date Beta-220121,-1945,64,5,7
R_Date UBA-12753,-1944,42,5,7
R_Date UBA-11093,-1943,44,5,7
R_Date UBA-9832,-1942,43,5,7
R_Date GrA-24054,-1939,65,5,7
R_Date UB-6464,-1939,59,5,7
R_Date UBA-12829,-1939,40,5,7
R_Date UB-13170,-1936,41,5,7
R_Date SUERC-17970,-1933,58,5,7
R_Date UBA-8721,-1933,43,5,7
R_Date Beta-182307,-1933,66,5,7
R_Date Wk-21338,-1930,60,5,7
R_Date UBA-12063,-1927,49,5,7
R_Date UBA-8825,-1927,50,5,7
R_Date SUERC-24973,-1926,52,5,7
R_Date GrN-30832,-1926,52,5,7
R_Date UB-13217,-1924,42,5,7
R_Date UB-13403,-1921,36,5,7
R_Date Beta-203727,-1920,67,5,7
R_Date Beta-211570,-1920,67,5,7
R_Date Beta-182316,-1920,67,5,7
R_Date UBA-8426,-1916,75,5,7
R_Date UB-13402,-1915,45,5,7
R_Date GrN-30764,-1915,55,5,7
R_Date SUERC-37232,-1914,62,5,7
R_Date UB-7507,-1910,63,5,7
R_Date UBA-29115,-1910,54,5,7
R_Date UB-6744,-1909,66,5,7
R_Date UB-6655,-1908,62,5,7
R_Date Beta-220122,-1907,68,5,7
R_Date UBA-9834,-1906,48,5,7
R_Date UBA-19799,-1904,63,5,7
R_Date UBA-8487,-1902,73,5,7
R_Date Poz-24906,-1901,63,5,7
R_Date Beta-209744,-1893,68,5,7
R_Date UBA-8689,-1893,59,5,7
R_Date UB-7506,-1892,65,5,7
R_Date UBA-12898,-1890,52,5,7
R_Date UBA-11095,-1888,50,5,7
R_Date UBA-18362,-1885,57,5,7
R_Date UB-6468,-1881,64,5,7
R_Date UB-11281,-1878,52,5,7
R_Date Beta-220126,-1877,66,5,7
R_Date SUERC-25365,-1865,75,5,7
R_Date Poz-24905,-1857,56,5,7
R_Date UBA-12064,-1855,54,5,7
R_Date UB-12979,-1844,52,5,7
R_Date UB-11506,-1842,49,5,7
R_Date UB-13172,-1836,55,5,7
R_Date Beta-220125,-1836,61,5,7
R_Date UBA-11096,-1833,49,5,7
R_Date Wk-16288,-1833,65,5,7
R_Date SUERC-37086,-1833,51,5,7
R_Date UB-7229,-1832,55,5,7
R_Date Wk-22560,-1829,50,5,7
R_Date UBA-12068,-1828,45,5,7
R_Date Beta-221185,-1828,59,5,7
R_Date GrA-28175,-1825,48,5,7
R_Date UBA-16419,-1824,63,5,7
R_Date UBA-12922,-1823,42,5,7
R_Date UB-6631,-1823,55,5,7
R_Date UB-6626,-1823,55,5,7
R_Date UBA-8427,-1823,63,5,7
R_Date SUERC-18471,-1823,53,5,7
R_Date GrN-30833,-1822,48,5,7
R_Date Beta-235626,-1820,58,5,7
R_Date UBA-11097,-1819,49,5,7
R_Date SUERC-31066,-1818,47,5,7
R_Date UB-13173,-1817,42,5,7
